unix,date,symbol,open,high,low,close,Volume REP,Volume USD
1576454400,2019-12-16 00:00:00,REP/USD,10.04,10.25,9.4,9.47,301091.06,30509.0
1576368000,2019-12-15 00:00:00,REP/USD,9.91,10.18,9.72,10.04,68468.69,6887.36
1576281600,2019-12-14 00:00:00,REP/USD,10.09,10.13,9.67,9.91,116084.35,11698.59
1576195200,2019-12-13 00:00:00,REP/USD,10.07,10.29,10.02,10.09,147137.72,14473.65
1576108800,2019-12-12 00:00:00,REP/USD,10.16,10.24,9.67,10.07,235604.57,23722.09
1576022400,2019-12-11 00:00:00,REP/USD,10.21,10.38,10.02,10.16,183615.74,18034.13
1575936000,2019-12-10 00:00:00,REP/USD,10.12,10.56,9.9,10.21,272241.54,26735.2
1575849600,2019-12-09 00:00:00,REP/USD,10.42,10.44,10.0,10.12,133468.57,13061.33
1575763200,2019-12-08 00:00:00,REP/USD,10.31,10.51,10.23,10.42,191094.75,18403.46
1575676800,2019-12-07 00:00:00,REP/USD,10.49,10.67,10.28,10.31,269299.93,25718.54
1575590400,2019-12-06 00:00:00,REP/USD,10.66,10.66,10.2,10.49,185999.23,17891.87
1575504000,2019-12-05 00:00:00,REP/USD,9.99,10.71,9.95,10.66,241217.64,23241.01
1575417600,2019-12-04 00:00:00,REP/USD,10.18,10.64,9.86,9.99,348717.88,34660.04
1575331200,2019-12-03 00:00:00,REP/USD,10.25,10.41,10.05,10.18,88650.25,8667.95
1575244800,2019-12-02 00:00:00,REP/USD,10.67,10.68,10.05,10.25,142744.8,13894.31
1575158400,2019-12-01 00:00:00,REP/USD,10.76,10.79,10.45,10.67,67080.58,6330.58
1575072000,2019-11-30 00:00:00,REP/USD,10.95,11.08,10.67,10.76,149254.67,13772.08
1574985600,2019-11-29 00:00:00,REP/USD,10.69,11.17,10.67,10.95,178877.62,16388.17
1574899200,2019-11-28 00:00:00,REP/USD,10.82,11.07,10.65,10.69,147056.0,13537.25
1574812800,2019-11-27 00:00:00,REP/USD,10.87,11.01,10.07,10.82,316514.8,29507.46
1574726400,2019-11-26 00:00:00,REP/USD,10.44,11.1,10.36,10.87,327093.36,30494.79
1574640000,2019-11-25 00:00:00,REP/USD,10.22,11.2,9.5,10.44,639304.83,62636.95
1574553600,2019-11-24 00:00:00,REP/USD,11.19,11.28,10.17,10.22,307600.81,28867.44
1574467200,2019-11-23 00:00:00,REP/USD,10.73,11.75,10.61,11.19,594827.88,53311.44
1574380800,2019-11-22 00:00:00,REP/USD,11.29,11.44,9.8,10.73,786739.32,73813.61
1574294400,2019-11-21 00:00:00,REP/USD,11.98,12.45,10.88,11.29,837079.96,71821.01
1574208000,2019-11-20 00:00:00,REP/USD,10.42,12.45,10.42,11.98,1459878.72,123247.34
1574121600,2019-11-19 00:00:00,REP/USD,10.9,10.97,9.87,10.42,486751.07,47252.48
1574035200,2019-11-18 00:00:00,REP/USD,11.6,11.85,10.59,10.9,385776.11,34409.08
1573948800,2019-11-17 00:00:00,REP/USD,11.1,11.61,10.97,11.6,245760.37,21712.45
1573862400,2019-11-16 00:00:00,REP/USD,10.76,11.36,10.75,11.1,230612.46,20775.06
1573776000,2019-11-15 00:00:00,REP/USD,11.25,11.44,10.53,10.76,271570.86,24813.8
1573689600,2019-11-14 00:00:00,REP/USD,11.54,11.71,10.83,11.25,482368.59,42808.39
1573603200,2019-11-13 00:00:00,REP/USD,11.68,12.0,11.36,11.54,282353.85,24439.09
1573516800,2019-11-12 00:00:00,REP/USD,11.76,12.21,11.36,11.68,243202.54,20685.36
1573430400,2019-11-11 00:00:00,REP/USD,12.12,12.27,11.64,11.76,343378.57,28808.3
1573344000,2019-11-10 00:00:00,REP/USD,12.32,12.74,11.84,12.12,744839.55,61002.3
1573257600,2019-11-09 00:00:00,REP/USD,11.2,12.7,11.02,12.32,1242642.78,102919.93
1573171200,2019-11-08 00:00:00,REP/USD,11.23,12.5,10.3,11.2,1424249.61,123081.01
1573084800,2019-11-07 00:00:00,REP/USD,11.37,12.1,10.7,11.23,1053892.2,94308.87
1572998400,2019-11-06 00:00:00,REP/USD,12.17,12.6,11.35,11.37,797060.4,67173.18
1572912000,2019-11-05 00:00:00,REP/USD,12.23,13.02,11.56,12.17,1611869.07,131923.44
1572825600,2019-11-04 00:00:00,REP/USD,10.3,12.95,10.25,12.23,2549096.29,216325.5
1572739200,2019-11-03 00:00:00,REP/USD,10.02,11.17,9.54,10.3,1069330.32,104504.49
1572652800,2019-11-02 00:00:00,REP/USD,9.12,10.5,9.1,10.02,736908.87,75958.74
1572566400,2019-11-01 00:00:00,REP/USD,8.98,9.25,8.75,9.12,371881.83,41282.34
1572480000,2019-10-31 00:00:00,REP/USD,9.05,9.36,8.85,8.98,273290.93,30247.85
1572393600,2019-10-30 00:00:00,REP/USD,9.31,9.7,8.82,9.05,344229.85,37822.13
1572307200,2019-10-29 00:00:00,REP/USD,9.09,10.35,8.77,9.31,938553.6,99278.53
1572220800,2019-10-28 00:00:00,REP/USD,8.4,9.68,8.35,9.09,585831.35,64790.43
1572134400,2019-10-27 00:00:00,REP/USD,8.29,8.6,8.06,8.4,158199.5,19001.29
1572048000,2019-10-26 00:00:00,REP/USD,8.01,8.9,7.52,8.29,460610.94,55711.69
1571961600,2019-10-25 00:00:00,REP/USD,7.53,8.33,7.46,8.01,253025.44,31727.71
1571875200,2019-10-24 00:00:00,REP/USD,7.38,7.63,7.36,7.53,67951.2,9078.39
1571788800,2019-10-23 00:00:00,REP/USD,8.02,8.04,7.3,7.38,218586.65,28658.67
1571702400,2019-10-22 00:00:00,REP/USD,8.22,8.27,8.0,8.02,121489.0,14963.91
1571616000,2019-10-21 00:00:00,REP/USD,8.17,8.32,8.07,8.22,75089.74,9170.21
1571529600,2019-10-20 00:00:00,REP/USD,8.11,8.23,8.03,8.17,44746.75,5518.5
1571443200,2019-10-19 00:00:00,REP/USD,8.28,8.33,8.03,8.11,91791.7,11255.91
1571356800,2019-10-18 00:00:00,REP/USD,8.15,8.31,8.0,8.28,126182.35,15386.93
1571270400,2019-10-17 00:00:00,REP/USD,8.09,8.22,7.97,8.15,139751.21,17274.2
1571184000,2019-10-16 00:00:00,REP/USD,8.16,8.31,7.75,8.09,158404.9,19714.35
1571097600,2019-10-15 00:00:00,REP/USD,8.34,8.55,8.1,8.16,195801.64,23556.49
1571011200,2019-10-14 00:00:00,REP/USD,8.2,8.42,8.01,8.34,227861.29,27658.65
1570924800,2019-10-13 00:00:00,REP/USD,8.24,8.54,8.13,8.2,120410.26,14531.78
1570838400,2019-10-12 00:00:00,REP/USD,8.12,8.33,8.12,8.24,50778.94,6164.21
1570752000,2019-10-11 00:00:00,REP/USD,8.48,8.59,8.1,8.12,208619.52,25227.94
1570665600,2019-10-10 00:00:00,REP/USD,8.66,9.0,8.38,8.48,195929.84,22650.87
1570579200,2019-10-09 00:00:00,REP/USD,8.49,8.85,8.38,8.66,306508.76,35689.47
1570492800,2019-10-08 00:00:00,REP/USD,8.33,8.87,8.12,8.49,191768.59,22706.53
1570406400,2019-10-07 00:00:00,REP/USD,8.0,8.45,7.88,8.33,141809.54,17230.23
1570320000,2019-10-06 00:00:00,REP/USD,8.15,8.18,7.81,8.0,105884.04,13242.0
1570233600,2019-10-05 00:00:00,REP/USD,8.14,8.26,8.0,8.15,109872.4,13558.02
1570147200,2019-10-04 00:00:00,REP/USD,8.2,8.27,8.02,8.14,115349.04,14151.01
1570060800,2019-10-03 00:00:00,REP/USD,8.39,8.99,8.1,8.2,192672.95,23031.34
1569974400,2019-10-02 00:00:00,REP/USD,8.29,8.45,8.11,8.39,108876.15,13213.4
1569888000,2019-10-01 00:00:00,REP/USD,8.51,8.78,8.26,8.29,89078.14,10494.56
1569801600,2019-09-30 00:00:00,REP/USD,8.2,8.51,7.88,8.51,89177.57,10817.24
1569715200,2019-09-29 00:00:00,REP/USD,8.4,8.41,7.99,8.2,57019.49,6983.17
1569628800,2019-09-28 00:00:00,REP/USD,8.42,8.52,8.25,8.4,61692.01,7392.09
1569542400,2019-09-27 00:00:00,REP/USD,8.0,8.43,7.83,8.42,153312.72,18974.1
1569456000,2019-09-26 00:00:00,REP/USD,8.61,8.98,7.61,8.0,230023.55,27926.85
1569369600,2019-09-25 00:00:00,REP/USD,8.84,9.12,8.02,8.61,159899.17,18652.19
1569283200,2019-09-24 00:00:00,REP/USD,10.52,10.53,8.55,8.84,297058.4,30814.92
1569196800,2019-09-23 00:00:00,REP/USD,10.55,11.0,10.36,10.52,170310.29,16135.25
1569110400,2019-09-22 00:00:00,REP/USD,10.75,10.76,10.39,10.55,127993.52,12160.74
1569024000,2019-09-21 00:00:00,REP/USD,10.86,10.94,10.48,10.75,93216.53,8729.12
1568937600,2019-09-20 00:00:00,REP/USD,10.74,11.0,10.66,10.86,220324.22,20289.42
1568851200,2019-09-19 00:00:00,REP/USD,10.73,10.93,10.25,10.74,301271.26,28596.3
1568764800,2019-09-18 00:00:00,REP/USD,10.61,11.69,10.58,10.73,466053.27,42184.94
1568678400,2019-09-17 00:00:00,REP/USD,10.4,12.15,10.16,10.61,541707.82,49792.21
1568592000,2019-09-16 00:00:00,REP/USD,10.39,10.58,10.29,10.4,108445.04,10398.27
1568505600,2019-09-15 00:00:00,REP/USD,10.68,10.74,10.33,10.39,76489.75,7256.05
1568419200,2019-09-14 00:00:00,REP/USD,10.49,10.7,10.26,10.68,117996.48,11296.62
1568332800,2019-09-13 00:00:00,REP/USD,10.6,10.65,10.17,10.49,227129.89,21764.14
1568246400,2019-09-12 00:00:00,REP/USD,10.23,11.5,10.13,10.6,544719.4,50471.6
1568160000,2019-09-11 00:00:00,REP/USD,10.34,10.48,10.0,10.23,182101.79,17798.47
1568073600,2019-09-10 00:00:00,REP/USD,10.62,10.77,9.91,10.34,321545.58,31434.12
1567987200,2019-09-09 00:00:00,REP/USD,10.89,10.95,10.35,10.62,342982.59,32269.39
1567900800,2019-09-08 00:00:00,REP/USD,10.83,11.25,10.62,10.89,518192.28,47312.49
1567814400,2019-09-07 00:00:00,REP/USD,11.13,12.0,10.5,10.83,995759.63,90078.86
1567728000,2019-09-06 00:00:00,REP/USD,9.12,12.76,9.09,11.13,2564466.18,237650.45
1567641600,2019-09-05 00:00:00,REP/USD,8.44,9.5,8.41,9.12,524817.69,58445.2
1567555200,2019-09-04 00:00:00,REP/USD,8.19,9.87,8.1,8.44,776567.36,87845.36
1567468800,2019-09-03 00:00:00,REP/USD,8.19,8.57,8.1,8.19,278575.82,33576.22
1567382400,2019-09-02 00:00:00,REP/USD,8.03,8.37,7.95,8.19,184814.7,22613.21
1567296000,2019-09-01 00:00:00,REP/USD,8.0,8.2,7.96,8.03,115916.96,14382.97
1567209600,2019-08-31 00:00:00,REP/USD,8.12,8.27,7.78,8.0,154130.4,19167.65
1567123200,2019-08-30 00:00:00,REP/USD,8.1,8.43,7.99,8.12,165476.02,20129.11
1567036800,2019-08-29 00:00:00,REP/USD,8.37,8.5,7.85,8.1,731673.36,90720.27
1566950400,2019-08-28 00:00:00,REP/USD,9.38,9.41,8.11,8.37,434865.06,49618.82
1566864000,2019-08-27 00:00:00,REP/USD,9.66,9.74,9.34,9.38,409281.45,42904.18
1566777600,2019-08-26 00:00:00,REP/USD,9.57,10.11,9.56,9.66,142865.62,14717.62
1566691200,2019-08-25 00:00:00,REP/USD,9.8,9.91,9.35,9.57,144518.23,14970.23
1566604800,2019-08-24 00:00:00,REP/USD,9.83,9.91,9.6,9.8,107556.81,11014.48
1566518400,2019-08-23 00:00:00,REP/USD,9.95,10.02,9.55,9.83,133660.55,13582.59
1566432000,2019-08-22 00:00:00,REP/USD,9.89,10.11,9.51,9.95,168359.76,17123.24
1566345600,2019-08-21 00:00:00,REP/USD,9.94,10.64,9.32,9.89,575383.8,58110.82
1566259200,2019-08-20 00:00:00,REP/USD,10.3,11.48,9.94,9.94,723165.29,67483.88
1566172800,2019-08-19 00:00:00,REP/USD,9.65,10.34,9.57,10.3,137597.35,13891.6
1566086400,2019-08-18 00:00:00,REP/USD,9.46,9.8,9.36,9.65,145404.62,15044.43
1566000000,2019-08-17 00:00:00,REP/USD,9.64,9.7,9.35,9.46,96259.92,10122.47
1565913600,2019-08-16 00:00:00,REP/USD,9.98,10.15,9.42,9.64,148102.16,15156.83
1565827200,2019-08-15 00:00:00,REP/USD,9.69,10.1,9.04,9.98,435367.49,45888.1
1565740800,2019-08-14 00:00:00,REP/USD,10.6,10.6,9.47,9.69,438344.77,43659.88
1565654400,2019-08-13 00:00:00,REP/USD,10.87,10.89,10.34,10.6,196707.5,18555.91
1565568000,2019-08-12 00:00:00,REP/USD,11.01,11.06,10.86,10.87,115177.49,10502.59
1565481600,2019-08-11 00:00:00,REP/USD,10.85,11.1,10.81,11.01,207510.02,18873.97
1565395200,2019-08-10 00:00:00,REP/USD,10.9,10.95,10.68,10.85,156555.71,14449.85
1565308800,2019-08-09 00:00:00,REP/USD,11.13,11.18,9.75,10.9,345608.5,32221.27
1565222400,2019-08-08 00:00:00,REP/USD,11.1,11.18,10.82,11.13,321574.61,29354.74
1565136000,2019-08-07 00:00:00,REP/USD,11.02,11.73,10.78,11.1,396648.37,35607.87
1565049600,2019-08-06 00:00:00,REP/USD,11.7,11.75,10.8,11.02,960487.09,86005.84
1564963200,2019-08-05 00:00:00,REP/USD,10.96,13.39,10.93,11.7,1583362.58,129975.38
1564876800,2019-08-04 00:00:00,REP/USD,11.13,11.15,10.62,10.96,312660.44,28697.71
1564790400,2019-08-03 00:00:00,REP/USD,11.13,11.35,10.95,11.13,334155.51,29988.59
1564704000,2019-08-02 00:00:00,REP/USD,11.08,11.5,10.99,11.13,292119.44,26127.77
1564617600,2019-08-01 00:00:00,REP/USD,11.48,11.59,11.05,11.08,320726.92,28354.49
1564531200,2019-07-31 00:00:00,REP/USD,11.71,11.94,11.24,11.48,553970.9,47860.0
1564444800,2019-07-30 00:00:00,REP/USD,11.14,11.78,10.98,11.71,300052.19,26377.39
1564358400,2019-07-29 00:00:00,REP/USD,11.08,11.53,10.89,11.14,209243.6,18782.95
1564272000,2019-07-28 00:00:00,REP/USD,11.11,11.17,10.58,11.08,164786.75,14986.87
1564185600,2019-07-27 00:00:00,REP/USD,11.52,11.92,10.85,11.11,257887.37,22796.02
1564099200,2019-07-26 00:00:00,REP/USD,11.42,11.69,11.17,11.52,253003.23,22149.01
1564012800,2019-07-25 00:00:00,REP/USD,11.72,12.07,11.34,11.42,260174.0,22158.91
1563926400,2019-07-24 00:00:00,REP/USD,11.59,11.91,11.11,11.72,277159.88,24134.71
1563840000,2019-07-23 00:00:00,REP/USD,12.02,12.32,11.55,11.59,208568.71,17526.33
1563753600,2019-07-22 00:00:00,REP/USD,12.61,12.74,11.8,12.02,225665.08,18426.07
1563667200,2019-07-21 00:00:00,REP/USD,12.75,12.89,12.24,12.61,225889.71,18045.1
1563580800,2019-07-20 00:00:00,REP/USD,12.37,13.2,12.17,12.75,374691.36,29322.15
1563494400,2019-07-19 00:00:00,REP/USD,12.05,12.62,11.5,12.37,452691.57,37615.28
1563408000,2019-07-18 00:00:00,REP/USD,11.18,13.05,10.85,12.05,607524.67,50612.8
1563321600,2019-07-17 00:00:00,REP/USD,10.76,11.66,9.96,11.18,535061.9,48913.1
1563235200,2019-07-16 00:00:00,REP/USD,12.85,13.21,10.37,10.76,592866.5,52359.51
1563148800,2019-07-15 00:00:00,REP/USD,13.15,13.26,12.31,12.85,556232.22,43351.18
1563062400,2019-07-14 00:00:00,REP/USD,14.65,14.79,13.13,13.15,384409.09,27644.02
1562976000,2019-07-13 00:00:00,REP/USD,15.51,15.79,14.2,14.65,400327.37,26547.18
1562889600,2019-07-12 00:00:00,REP/USD,14.24,15.54,13.95,15.51,667250.12,45144.53
1562803200,2019-07-11 00:00:00,REP/USD,15.26,15.69,14.01,14.24,851863.53,57495.22
1562716800,2019-07-10 00:00:00,REP/USD,16.39,17.25,14.98,15.26,1624512.1,100832.21
1562630400,2019-07-09 00:00:00,REP/USD,14.6,18.5,14.56,16.39,3262149.73,199472.61
1562544000,2019-07-08 00:00:00,REP/USD,14.82,14.97,14.34,14.6,351321.58,23995.9
1562457600,2019-07-07 00:00:00,REP/USD,14.39,14.84,14.2,14.82,188026.48,12922.09
1562371200,2019-07-06 00:00:00,REP/USD,14.22,15.14,14.2,14.39,568997.63,38761.8
1562284800,2019-07-05 00:00:00,REP/USD,14.29,14.47,13.76,14.22,533142.34,37880.96
1562198400,2019-07-04 00:00:00,REP/USD,14.5,15.3,14.16,14.29,437215.27,29637.25
1562112000,2019-07-03 00:00:00,REP/USD,14.81,15.25,14.5,14.5,420934.39,28190.65
1562025600,2019-07-02 00:00:00,REP/USD,15.2,15.39,12.56,14.81,784683.98,53371.37
1561939200,2019-07-01 00:00:00,REP/USD,15.55,16.26,14.5,15.2,473360.37,30887.96
1561852800,2019-06-30 00:00:00,REP/USD,16.76,17.21,15.53,15.55,476942.35,29193.32
1561766400,2019-06-29 00:00:00,REP/USD,16.92,17.17,15.73,16.76,703192.12,42980.32
1561680000,2019-06-28 00:00:00,REP/USD,16.58,17.36,15.81,16.92,528787.93,31618.44
1561593600,2019-06-27 00:00:00,REP/USD,17.67,19.59,16.23,16.58,2057045.08,115315.01
1561507200,2019-06-26 00:00:00,REP/USD,17.89,18.2,16.89,17.67,1187952.66,66869.68
1561420800,2019-06-25 00:00:00,REP/USD,18.2,18.2,17.33,17.89,450900.72,25360.25
1561334400,2019-06-24 00:00:00,REP/USD,18.17,18.27,17.61,18.2,406721.52,22599.84
1561248000,2019-06-23 00:00:00,REP/USD,18.5,18.5,18.02,18.17,354101.6,19333.81
1561161600,2019-06-22 00:00:00,REP/USD,18.25,18.98,18.06,18.5,754430.94,40809.56
1561075200,2019-06-21 00:00:00,REP/USD,17.97,18.5,17.81,18.25,407573.21,22537.26
1560988800,2019-06-20 00:00:00,REP/USD,18.32,18.37,17.82,17.97,278199.83,15416.26
1560902400,2019-06-19 00:00:00,REP/USD,18.08,18.52,18.02,18.32,168617.99,9221.22
1560816000,2019-06-18 00:00:00,REP/USD,18.76,19.14,17.79,18.08,472611.63,25857.28
1560729600,2019-06-17 00:00:00,REP/USD,18.76,18.97,18.52,18.76,350763.4,18758.2
1560643200,2019-06-16 00:00:00,REP/USD,18.79,19.58,18.11,18.76,352129.1,18836.22
1560556800,2019-06-15 00:00:00,REP/USD,18.3,18.85,18.05,18.79,424829.95,22996.21
1560470400,2019-06-14 00:00:00,REP/USD,18.44,19.22,17.65,18.3,400263.99,21796.95
1560384000,2019-06-13 00:00:00,REP/USD,18.59,18.75,18.24,18.44,237042.86,12800.63
1560297600,2019-06-12 00:00:00,REP/USD,18.63,18.84,18.24,18.59,310075.82,16747.48
1560211200,2019-06-11 00:00:00,REP/USD,18.9,19.69,18.11,18.63,351019.36,18682.07
1560124800,2019-06-10 00:00:00,REP/USD,17.98,19.05,17.57,18.9,466882.96,25207.96
1560038400,2019-06-09 00:00:00,REP/USD,19.23,20.97,17.5,17.98,1082335.52,56925.39
1559952000,2019-06-08 00:00:00,REP/USD,18.48,19.3,18.24,19.23,315093.19,16722.31
1559865600,2019-06-07 00:00:00,REP/USD,17.63,18.6,17.5,18.48,315937.34,17527.66
1559779200,2019-06-06 00:00:00,REP/USD,17.62,17.89,16.89,17.63,221276.93,12712.85
1559692800,2019-06-05 00:00:00,REP/USD,17.1,18.99,17.02,17.62,357019.68,20033.46
1559606400,2019-06-04 00:00:00,REP/USD,18.52,18.52,16.67,17.1,462517.61,26213.82
1559520000,2019-06-03 00:00:00,REP/USD,19.78,19.86,18.4,18.52,267142.29,13889.2
1559433600,2019-06-02 00:00:00,REP/USD,19.46,20.0,19.27,19.78,223105.49,11392.21
1559347200,2019-06-01 00:00:00,REP/USD,19.7,19.78,19.29,19.46,213862.3,10950.98
1559260800,2019-05-31 00:00:00,REP/USD,19.28,19.75,18.21,19.7,528210.2,27745.35
1559174400,2019-05-30 00:00:00,REP/USD,20.55,21.2,18.9,19.28,1186806.18,57922.49
1559088000,2019-05-29 00:00:00,REP/USD,20.45,21.17,19.93,20.55,861767.78,41984.07
1559001600,2019-05-28 00:00:00,REP/USD,20.3,20.64,20.06,20.45,536293.99,26384.83
1558915200,2019-05-27 00:00:00,REP/USD,20.12,20.98,19.54,20.3,1132040.87,55668.46
1558828800,2019-05-26 00:00:00,REP/USD,19.57,20.5,19.13,20.12,611065.56,30563.88
1558742400,2019-05-25 00:00:00,REP/USD,19.29,20.0,19.29,19.57,279237.7,14206.34
1558656000,2019-05-24 00:00:00,REP/USD,19.63,20.69,19.21,19.29,681327.4,34322.49
1558569600,2019-05-23 00:00:00,REP/USD,19.34,19.76,18.38,19.63,452889.94,23630.45
1558483200,2019-05-22 00:00:00,REP/USD,20.53,21.35,19.25,19.34,578341.7,28511.23
1558396800,2019-05-21 00:00:00,REP/USD,21.25,21.25,20.0,20.53,1056287.96,51380.46
1558310400,2019-05-20 00:00:00,REP/USD,22.65,22.82,20.58,21.25,308102.6,14197.13
1558224000,2019-05-19 00:00:00,REP/USD,21.75,22.9,21.75,22.65,600192.58,26751.02
1558137600,2019-05-18 00:00:00,REP/USD,21.21,22.19,20.91,21.75,399171.18,18304.13
1558051200,2019-05-17 00:00:00,REP/USD,22.95,23.21,19.0,21.21,822020.0,39726.1
1557964800,2019-05-16 00:00:00,REP/USD,24.35,26.0,21.35,22.95,1134511.4,47017.98
1557878400,2019-05-15 00:00:00,REP/USD,21.19,25.0,20.92,24.35,1203481.35,52048.22
1557792000,2019-05-14 00:00:00,REP/USD,20.69,21.4,20.47,21.19,673353.89,32011.8
1557705600,2019-05-13 00:00:00,REP/USD,20.11,21.35,19.9,20.69,573129.17,27721.08
1557619200,2019-05-12 00:00:00,REP/USD,21.26,21.5,19.83,20.11,629054.66,30475.97
1557532800,2019-05-11 00:00:00,REP/USD,19.88,21.9,19.71,21.26,921149.21,44306.44
1557446400,2019-05-10 00:00:00,REP/USD,19.09,20.16,18.66,19.88,350412.27,18071.15
1557360000,2019-05-09 00:00:00,REP/USD,19.81,20.16,18.79,19.09,200065.89,10331.26
1557273600,2019-05-08 00:00:00,REP/USD,19.91,20.0,19.52,19.81,181160.08,9172.87
1557187200,2019-05-07 00:00:00,REP/USD,20.73,21.1,19.69,19.91,309787.19,15136.44
1557100800,2019-05-06 00:00:00,REP/USD,20.0,20.75,19.5,20.73,288673.33,14443.49
1557014400,2019-05-05 00:00:00,REP/USD,20.06,20.32,19.83,20.0,107341.57,5349.22
1556928000,2019-05-04 00:00:00,REP/USD,20.45,21.14,19.72,20.06,271255.72,13270.41
1556841600,2019-05-03 00:00:00,REP/USD,20.04,20.82,19.61,20.45,435058.15,21380.58
1556755200,2019-05-02 00:00:00,REP/USD,20.36,20.79,19.96,20.04,222043.37,10922.4
1556668800,2019-05-01 00:00:00,REP/USD,21.01,21.2,19.97,20.36,363113.02,17728.18
1556582400,2019-04-30 00:00:00,REP/USD,20.28,21.65,20.08,21.01,549481.79,26504.29
1556496000,2019-04-29 00:00:00,REP/USD,21.09,21.35,19.45,20.28,517712.6,25350.87
1556409600,2019-04-28 00:00:00,REP/USD,21.39,21.95,20.83,21.09,308399.73,14415.48
1556323200,2019-04-27 00:00:00,REP/USD,21.69,22.0,21.15,21.39,211750.76,9824.0
1556236800,2019-04-26 00:00:00,REP/USD,21.1,22.14,20.51,21.69,645434.55,30341.56
1556150400,2019-04-25 00:00:00,REP/USD,21.83,23.1,20.48,21.1,953413.69,43313.62
1556064000,2019-04-24 00:00:00,REP/USD,21.75,22.27,20.35,21.83,558470.58,26329.71
1555977600,2019-04-23 00:00:00,REP/USD,22.87,22.92,21.37,21.75,630797.39,28528.55
1555891200,2019-04-22 00:00:00,REP/USD,20.96,25.0,20.95,22.87,1948964.76,85740.06
1555804800,2019-04-21 00:00:00,REP/USD,21.68,21.73,20.04,20.96,416163.3,20096.93
1555718400,2019-04-20 00:00:00,REP/USD,22.11,22.43,21.3,21.68,670220.86,30792.46
1555632000,2019-04-19 00:00:00,REP/USD,21.36,22.69,20.6,22.11,913535.61,42228.25
1555545600,2019-04-18 00:00:00,REP/USD,20.34,29.0,20.24,21.36,2810552.16,124265.99
1555459200,2019-04-17 00:00:00,REP/USD,19.06,20.34,18.97,20.34,286438.5,14506.06
1555372800,2019-04-16 00:00:00,REP/USD,18.69,20.26,18.21,19.06,71955.68,3828.03
1555286400,2019-04-15 00:00:00,REP/USD,20.26,20.7,18.24,18.69,132392.93,6755.67
1555200000,2019-04-14 00:00:00,REP/USD,18.78,20.35,18.67,20.26,84722.45,4363.41
1555113600,2019-04-13 00:00:00,REP/USD,19.18,19.19,18.59,18.78,59062.68,3142.43
