unix,date,symbol,open,high,low,close,Volume XLM,Volume USD
1577750400,2019-12-31 00:00:00,XLM/USD,0.04546,0.0457,0.0445,0.04485,650570.24,14420914
1577664000,2019-12-30 00:00:00,XLM/USD,0.04619,0.04678,0.04524,0.04546,516196.46,11238963
1577577600,2019-12-29 00:00:00,XLM/USD,0.04585,0.04668,0.04565,0.04619,467515.44,10143575
1577491200,2019-12-28 00:00:00,XLM/USD,0.04578,0.0465,0.04557,0.04585,770657.15,16714701
1577404800,2019-12-27 00:00:00,XLM/USD,0.04467,0.04607,0.04396,0.04578,773509.0,17119912
1577318400,2019-12-26 00:00:00,XLM/USD,0.04437,0.04559,0.04405,0.04467,614308.34,13757628
1577232000,2019-12-25 00:00:00,XLM/USD,0.04508,0.04508,0.04358,0.04437,365240.63,8236912
1577145600,2019-12-24 00:00:00,XLM/USD,0.04494,0.04583,0.04442,0.04508,440902.47,9779351
1577059200,2019-12-23 00:00:00,XLM/USD,0.04732,0.04775,0.04453,0.04494,825660.35,17889000
1576972800,2019-12-22 00:00:00,XLM/USD,0.04544,0.0474,0.04523,0.04732,747179.08,16131429
1576886400,2019-12-21 00:00:00,XLM/USD,0.04638,0.04643,0.04532,0.04544,547023.41,11900621
1576800000,2019-12-20 00:00:00,XLM/USD,0.0452,0.04654,0.04475,0.04638,796754.65,17375515
1576713600,2019-12-19 00:00:00,XLM/USD,0.04665,0.0472,0.04463,0.0452,1118483.7,24647411
1576627200,2019-12-18 00:00:00,XLM/USD,0.04322,0.04797,0.04214,0.04665,1825523.69,40283638
1576540800,2019-12-17 00:00:00,XLM/USD,0.04693,0.04713,0.04213,0.04322,1984007.49,44212639
1576454400,2019-12-16 00:00:00,XLM/USD,0.05097,0.05107,0.04673,0.04693,1357232.29,27899831
1576368000,2019-12-15 00:00:00,XLM/USD,0.05098,0.05151,0.0503,0.05097,470189.89,9237193
1576281600,2019-12-14 00:00:00,XLM/USD,0.05277,0.05283,0.05002,0.05098,782313.57,15222869
1576195200,2019-12-13 00:00:00,XLM/USD,0.05199,0.05307,0.05181,0.05277,662629.25,12630766
1576108800,2019-12-12 00:00:00,XLM/USD,0.05278,0.05322,0.05126,0.05199,866573.16,16591114
1576022400,2019-12-11 00:00:00,XLM/USD,0.05308,0.05373,0.05255,0.05278,675428.63,12740086
1575936000,2019-12-10 00:00:00,XLM/USD,0.0547,0.0547,0.05216,0.05308,1127788.04,21104460
1575849600,2019-12-09 00:00:00,XLM/USD,0.05591,0.0561,0.05416,0.0547,689560.91,12519588
1575763200,2019-12-08 00:00:00,XLM/USD,0.05536,0.056,0.05483,0.05591,671622.28,12096862
1575676800,2019-12-07 00:00:00,XLM/USD,0.05557,0.0563,0.05536,0.05536,653936.45,11745958
1575590400,2019-12-06 00:00:00,XLM/USD,0.05543,0.05592,0.05469,0.05557,652027.72,11810866
1575504000,2019-12-05 00:00:00,XLM/USD,0.05467,0.05572,0.054,0.05543,584442.81,10638748
1575417600,2019-12-04 00:00:00,XLM/USD,0.05572,0.0582,0.05352,0.05467,1084408.1,19589798
1575331200,2019-12-03 00:00:00,XLM/USD,0.05587,0.05649,0.05509,0.05572,730788.01,13093546
1575244800,2019-12-02 00:00:00,XLM/USD,0.05733,0.05746,0.05511,0.05587,754883.98,13439239
1575158400,2019-12-01 00:00:00,XLM/USD,0.05729,0.05773,0.05522,0.05733,755537.95,13360240
1575072000,2019-11-30 00:00:00,XLM/USD,0.05912,0.05935,0.0568,0.05729,697050.94,11996772
1574985600,2019-11-29 00:00:00,XLM/USD,0.0581,0.06,0.05779,0.05912,626463.74,10623389
1574899200,2019-11-28 00:00:00,XLM/USD,0.05887,0.05915,0.05751,0.0581,758803.29,12957351
1574812800,2019-11-27 00:00:00,XLM/USD,0.0576,0.05962,0.05505,0.05887,1144903.36,19786978
1574726400,2019-11-26 00:00:00,XLM/USD,0.05747,0.05824,0.05644,0.0576,911055.64,15945424
1574640000,2019-11-25 00:00:00,XLM/USD,0.05557,0.05964,0.05314,0.05747,2488539.0,44077194
1574553600,2019-11-24 00:00:00,XLM/USD,0.06153,0.062,0.05524,0.05557,1596097.88,27473853
1574467200,2019-11-23 00:00:00,XLM/USD,0.0595,0.06228,0.05792,0.06153,1967901.4,32669483
1574380800,2019-11-22 00:00:00,XLM/USD,0.06074,0.06144,0.0529,0.0595,3583169.67,62261984
1574294400,2019-11-21 00:00:00,XLM/USD,0.0639,0.06395,0.057,0.06074,2640870.2,43615531
1574208000,2019-11-20 00:00:00,XLM/USD,0.06565,0.06624,0.0636,0.0639,1295827.95,19989294
1574121600,2019-11-19 00:00:00,XLM/USD,0.06701,0.06701,0.0635,0.06565,2102562.5,32321662
1574035200,2019-11-18 00:00:00,XLM/USD,0.07162,0.07171,0.0644,0.06701,2431894.4,35823120
1573948800,2019-11-17 00:00:00,XLM/USD,0.07142,0.07305,0.0712,0.07162,938467.09,13027541
1573862400,2019-11-16 00:00:00,XLM/USD,0.0718,0.07225,0.071,0.07142,1107169.45,15476480
1573776000,2019-11-15 00:00:00,XLM/USD,0.07421,0.0754,0.07001,0.0718,2083052.4,28691587
1573689600,2019-11-14 00:00:00,XLM/USD,0.07588,0.07625,0.07212,0.07421,2113058.46,28614351
1573603200,2019-11-13 00:00:00,XLM/USD,0.07679,0.07757,0.075,0.07588,5340039.99,69716769
1573516800,2019-11-12 00:00:00,XLM/USD,0.07984,0.08265,0.074,0.07679,5909880.72,76278466
1573430400,2019-11-11 00:00:00,XLM/USD,0.079,0.08117,0.07587,0.07984,3608249.3,45665006
1573344000,2019-11-10 00:00:00,XLM/USD,0.07312,0.0815,0.073,0.079,4358892.15,56022445
1573257600,2019-11-09 00:00:00,XLM/USD,0.07103,0.0734,0.07054,0.07312,1395088.83,19286496
1573171200,2019-11-08 00:00:00,XLM/USD,0.07426,0.07699,0.068,0.07103,2819426.09,38969686
1573084800,2019-11-07 00:00:00,XLM/USD,0.077,0.07701,0.07265,0.07426,3333880.09,44502206
1572998400,2019-11-06 00:00:00,XLM/USD,0.08261,0.08302,0.07659,0.077,4989003.21,63277578
1572912000,2019-11-05 00:00:00,XLM/USD,0.0795,0.09,0.07785,0.08261,15465120.35,186016956
1572825600,2019-11-04 00:00:00,XLM/USD,0.0687,0.0805,0.06754,0.0795,2884468.13,39495017
1572739200,2019-11-03 00:00:00,XLM/USD,0.07153,0.07238,0.06806,0.0687,1554481.23,22219118
1572652800,2019-11-02 00:00:00,XLM/USD,0.06921,0.07186,0.06911,0.07153,1548821.9,22013110
1572566400,2019-11-01 00:00:00,XLM/USD,0.0651,0.0725,0.06443,0.06921,5544120.62,79936892
1572480000,2019-10-31 00:00:00,XLM/USD,0.064,0.06525,0.0623,0.0651,1156045.64,18137584
1572393600,2019-10-30 00:00:00,XLM/USD,0.06684,0.0675,0.0627,0.064,1420725.39,22060866
1572307200,2019-10-29 00:00:00,XLM/USD,0.06476,0.06986,0.06473,0.06684,1629851.92,24324100
1572220800,2019-10-28 00:00:00,XLM/USD,0.06526,0.0692,0.06461,0.06476,1928387.13,29050450
1572134400,2019-10-27 00:00:00,XLM/USD,0.06295,0.06593,0.06209,0.06526,1302718.37,20347957
1572048000,2019-10-26 00:00:00,XLM/USD,0.06444,0.06777,0.06188,0.06295,2597382.27,40033711
1571961600,2019-10-25 00:00:00,XLM/USD,0.06018,0.06623,0.05957,0.06444,1964163.13,30934055
1571875200,2019-10-24 00:00:00,XLM/USD,0.05985,0.0617,0.05866,0.06018,1047765.61,17356237
1571788800,2019-10-23 00:00:00,XLM/USD,0.06329,0.06357,0.0566,0.05985,2120949.41,35555065
1571702400,2019-10-22 00:00:00,XLM/USD,0.06388,0.06499,0.06307,0.06329,1095220.56,17058306
1571616000,2019-10-21 00:00:00,XLM/USD,0.0634,0.0642,0.06275,0.06388,632580.25,9961282
1571529600,2019-10-20 00:00:00,XLM/USD,0.06248,0.06397,0.0617,0.0634,696126.22,11067025
1571443200,2019-10-19 00:00:00,XLM/USD,0.06317,0.06395,0.06214,0.06248,749672.59,11905613
1571356800,2019-10-18 00:00:00,XLM/USD,0.0652,0.0654,0.062,0.06317,954417.63,15018042
1571270400,2019-10-17 00:00:00,XLM/USD,0.06171,0.0653,0.06093,0.0652,1298981.5,20372845
1571184000,2019-10-16 00:00:00,XLM/USD,0.06397,0.06439,0.06031,0.06171,1371145.37,22104979
1571097600,2019-10-15 00:00:00,XLM/USD,0.06626,0.06699,0.06229,0.06397,2467566.8,38195499
1571011200,2019-10-14 00:00:00,XLM/USD,0.0614,0.0663,0.06101,0.06626,2306099.0,36093746
1570924800,2019-10-13 00:00:00,XLM/USD,0.06093,0.06262,0.0606,0.0614,967289.6,15666644
1570838400,2019-10-12 00:00:00,XLM/USD,0.05993,0.06194,0.05973,0.06093,539885.18,8840116
1570752000,2019-10-11 00:00:00,XLM/USD,0.06162,0.063,0.0592,0.05993,1193917.54,19649160
1570665600,2019-10-10 00:00:00,XLM/USD,0.06332,0.06339,0.0611,0.06162,1293251.95,20833036
1570579200,2019-10-09 00:00:00,XLM/USD,0.06196,0.0654,0.0611,0.06332,2584423.1,40894287
1570492800,2019-10-08 00:00:00,XLM/USD,0.06218,0.06395,0.06084,0.06196,1951430.18,31464384
1570406400,2019-10-07 00:00:00,XLM/USD,0.05838,0.06388,0.05791,0.06218,2129948.04,34462785
1570320000,2019-10-06 00:00:00,XLM/USD,0.05906,0.0595,0.05706,0.05838,1080741.57,18484754
1570233600,2019-10-05 00:00:00,XLM/USD,0.05873,0.05937,0.05819,0.05906,672567.82,11461498
1570147200,2019-10-04 00:00:00,XLM/USD,0.05869,0.06047,0.05761,0.05873,1106518.12,18731808
1570060800,2019-10-03 00:00:00,XLM/USD,0.0598,0.06,0.05785,0.05869,931996.3,15872946
1569974400,2019-10-02 00:00:00,XLM/USD,0.05887,0.0598,0.058,0.0598,1039352.78,17638160
1569888000,2019-10-01 00:00:00,XLM/USD,0.06213,0.06225,0.0582,0.05887,1665389.2,27687057
1569801600,2019-09-30 00:00:00,XLM/USD,0.05811,0.06233,0.05627,0.06213,2316063.02,38428304
1569715200,2019-09-29 00:00:00,XLM/USD,0.05846,0.05889,0.05656,0.05811,805741.45,13978370
1569628800,2019-09-28 00:00:00,XLM/USD,0.05892,0.06,0.0573,0.05846,1037846.56,17722640
1569542400,2019-09-27 00:00:00,XLM/USD,0.05856,0.05953,0.0557,0.05892,1847739.34,31832087
1569456000,2019-09-26 00:00:00,XLM/USD,0.0574,0.0624,0.05338,0.05856,4076440.52,70096931
1569369600,2019-09-25 00:00:00,XLM/USD,0.05415,0.0603,0.0522,0.0574,3142931.75,56603470
1569283200,2019-09-24 00:00:00,XLM/USD,0.06337,0.065,0.053,0.05415,5318454.59,91652999
1569196800,2019-09-23 00:00:00,XLM/USD,0.06859,0.06924,0.0631,0.06337,2100142.53,31831338
1569110400,2019-09-22 00:00:00,XLM/USD,0.06963,0.07029,0.06673,0.06859,2467972.89,36236159
1569024000,2019-09-21 00:00:00,XLM/USD,0.07193,0.07428,0.06926,0.06963,1960768.3,27346694
1568937600,2019-09-20 00:00:00,XLM/USD,0.08094,0.08121,0.0705,0.07193,5051584.35,67624169
1568851200,2019-09-19 00:00:00,XLM/USD,0.08288,0.0886,0.0741,0.08094,9321687.76,115036571
1568764800,2019-09-18 00:00:00,XLM/USD,0.06341,0.126,0.06341,0.08288,14721196.45,177876432
1568678400,2019-09-17 00:00:00,XLM/USD,0.05876,0.067,0.05825,0.06341,1516424.9,24201329
1568592000,2019-09-16 00:00:00,XLM/USD,0.05839,0.05915,0.05811,0.05876,535323.57,9134875
1568505600,2019-09-15 00:00:00,XLM/USD,0.0589,0.05924,0.05813,0.05839,273546.49,4661675
1568419200,2019-09-14 00:00:00,XLM/USD,0.05796,0.05979,0.0572,0.0589,875845.25,15018182
1568332800,2019-09-13 00:00:00,XLM/USD,0.05866,0.0589,0.05708,0.05796,533979.18,9199458
1568246400,2019-09-12 00:00:00,XLM/USD,0.05909,0.05909,0.05771,0.05866,522266.92,8958492
1568160000,2019-09-11 00:00:00,XLM/USD,0.05974,0.06027,0.05809,0.05909,574576.77,9744143
1568073600,2019-09-10 00:00:00,XLM/USD,0.06046,0.061,0.059,0.05974,511381.17,8492340
1567987200,2019-09-09 00:00:00,XLM/USD,0.06109,0.06172,0.05937,0.06046,426525.72,7049698
1567900800,2019-09-08 00:00:00,XLM/USD,0.0606,0.06199,0.06016,0.06109,356883.55,5826997
1567814400,2019-09-07 00:00:00,XLM/USD,0.05834,0.0615,0.0579,0.0606,540464.71,8994528
1567728000,2019-09-06 00:00:00,XLM/USD,0.06057,0.06135,0.05776,0.05834,897017.37,15050783
1567641600,2019-09-05 00:00:00,XLM/USD,0.06187,0.06207,0.06,0.06057,555630.55,9135980
1567555200,2019-09-04 00:00:00,XLM/USD,0.06314,0.06318,0.06138,0.06187,528247.94,8491594
1567468800,2019-09-03 00:00:00,XLM/USD,0.0631,0.06418,0.06257,0.06314,522586.58,8254345
1567382400,2019-09-02 00:00:00,XLM/USD,0.0625,0.06418,0.0613,0.0631,496462.16,7909481
1567296000,2019-09-01 00:00:00,XLM/USD,0.06215,0.06278,0.06103,0.0625,338619.05,5462658
1567209600,2019-08-31 00:00:00,XLM/USD,0.06189,0.06285,0.06049,0.06215,383612.96,6183490
1567123200,2019-08-30 00:00:00,XLM/USD,0.06174,0.06346,0.0611,0.06189,499650.63,8010118
1567036800,2019-08-29 00:00:00,XLM/USD,0.06391,0.0642,0.0604,0.06174,959203.79,15459450
1566950400,2019-08-28 00:00:00,XLM/USD,0.06834,0.0685,0.06324,0.06391,848273.05,12977928
1566864000,2019-08-27 00:00:00,XLM/USD,0.06945,0.06962,0.06733,0.06834,398440.88,5847524
1566777600,2019-08-26 00:00:00,XLM/USD,0.06937,0.0715,0.06878,0.06945,419064.02,6007972
1566691200,2019-08-25 00:00:00,XLM/USD,0.07058,0.07213,0.06822,0.06937,600900.86,8559933
1566604800,2019-08-24 00:00:00,XLM/USD,0.0692,0.07121,0.06752,0.07058,528710.59,7613481
1566518400,2019-08-23 00:00:00,XLM/USD,0.06827,0.0695,0.0675,0.0692,590678.48,8611084
1566432000,2019-08-22 00:00:00,XLM/USD,0.06688,0.06956,0.0655,0.06827,778896.31,11532269
1566345600,2019-08-21 00:00:00,XLM/USD,0.06875,0.06896,0.06563,0.06688,927978.63,13864352
1566259200,2019-08-20 00:00:00,XLM/USD,0.07176,0.07199,0.06875,0.06875,524394.34,7508226
1566172800,2019-08-19 00:00:00,XLM/USD,0.07083,0.07197,0.07027,0.07176,490729.59,6890541
1566086400,2019-08-18 00:00:00,XLM/USD,0.06779,0.07176,0.06739,0.07083,581374.63,8296845
1566000000,2019-08-17 00:00:00,XLM/USD,0.06872,0.06924,0.06667,0.06779,505353.9,7418105
1565913600,2019-08-16 00:00:00,XLM/USD,0.07014,0.07059,0.06679,0.06872,829833.96,12084300
1565827200,2019-08-15 00:00:00,XLM/USD,0.069,0.07087,0.06545,0.07014,1453511.29,21246653
1565740800,2019-08-14 00:00:00,XLM/USD,0.07422,0.0745,0.06601,0.069,1839051.39,26124487
1565654400,2019-08-13 00:00:00,XLM/USD,0.0753,0.0755,0.07224,0.07422,688169.27,9270494
1565568000,2019-08-12 00:00:00,XLM/USD,0.0783,0.07832,0.07516,0.0753,738070.94,9669809
1565481600,2019-08-11 00:00:00,XLM/USD,0.07366,0.08011,0.07339,0.0783,1260252.56,16310919
1565395200,2019-08-10 00:00:00,XLM/USD,0.07174,0.0748,0.07135,0.07366,1174285.5,16070315
1565308800,2019-08-09 00:00:00,XLM/USD,0.07695,0.07702,0.07159,0.07174,1369267.94,18617002
1565222400,2019-08-08 00:00:00,XLM/USD,0.07858,0.07875,0.07561,0.07695,1053395.98,13704447
1565136000,2019-08-07 00:00:00,XLM/USD,0.07823,0.07936,0.07657,0.07858,1042161.3,13345405
1565049600,2019-08-06 00:00:00,XLM/USD,0.0823,0.08234,0.077,0.07823,1721758.55,21683245
1564963200,2019-08-05 00:00:00,XLM/USD,0.08218,0.08445,0.08061,0.0823,1479532.87,17912792
1564876800,2019-08-04 00:00:00,XLM/USD,0.08241,0.08275,0.08075,0.08218,583165.42,7118238
1564790400,2019-08-03 00:00:00,XLM/USD,0.08209,0.08325,0.08182,0.08241,733577.49,8898307
1564704000,2019-08-02 00:00:00,XLM/USD,0.083,0.08354,0.08177,0.08209,712791.04,8634461
1564617600,2019-08-01 00:00:00,XLM/USD,0.08401,0.08413,0.08183,0.083,728552.86,8797812
1564531200,2019-07-31 00:00:00,XLM/USD,0.08346,0.08529,0.08305,0.08401,991504.83,11824707
1564444800,2019-07-30 00:00:00,XLM/USD,0.08333,0.08498,0.08091,0.08346,605837.5,7274562
1564358400,2019-07-29 00:00:00,XLM/USD,0.0839,0.08582,0.08249,0.08333,608253.85,7265931
1564272000,2019-07-28 00:00:00,XLM/USD,0.08438,0.08474,0.08038,0.0839,579355.06,6954529
1564185600,2019-07-27 00:00:00,XLM/USD,0.08815,0.0901,0.0827,0.08438,944460.54,11084481
1564099200,2019-07-26 00:00:00,XLM/USD,0.08548,0.09002,0.0835,0.08815,763888.21,8848178
1564012800,2019-07-25 00:00:00,XLM/USD,0.086,0.08925,0.0851,0.08548,723758.13,8382423
1563926400,2019-07-24 00:00:00,XLM/USD,0.0843,0.08672,0.08145,0.086,859238.71,10259176
1563840000,2019-07-23 00:00:00,XLM/USD,0.08847,0.08865,0.08318,0.0843,1072936.01,12550804
1563753600,2019-07-22 00:00:00,XLM/USD,0.09127,0.0918,0.08585,0.08847,979586.67,11038569
1563667200,2019-07-21 00:00:00,XLM/USD,0.0949,0.0949,0.08876,0.09127,1165628.7,12770587
1563580800,2019-07-20 00:00:00,XLM/USD,0.09365,0.09873,0.09169,0.0949,1935645.33,20409016
1563494400,2019-07-19 00:00:00,XLM/USD,0.08858,0.09581,0.08705,0.09365,2304124.31,25244492
1563408000,2019-07-18 00:00:00,XLM/USD,0.08067,0.093,0.07923,0.08858,2019676.99,23355206
1563321600,2019-07-17 00:00:00,XLM/USD,0.07816,0.08447,0.07574,0.08067,2102103.33,26195351
1563235200,2019-07-16 00:00:00,XLM/USD,0.08588,0.08859,0.07802,0.07816,2274386.9,27814874
1563148800,2019-07-15 00:00:00,XLM/USD,0.08562,0.088,0.08207,0.08588,1967834.37,23047549
1563062400,2019-07-14 00:00:00,XLM/USD,0.09634,0.09686,0.08454,0.08562,1779266.31,20004377
1562976000,2019-07-13 00:00:00,XLM/USD,0.09824,0.101,0.0914,0.09634,1582945.14,16471956
1562889600,2019-07-12 00:00:00,XLM/USD,0.08732,0.1022,0.08628,0.09824,2978908.93,31025255
1562803200,2019-07-11 00:00:00,XLM/USD,0.09471,0.0952,0.08501,0.08732,2566173.6,28788224
1562716800,2019-07-10 00:00:00,XLM/USD,0.1013,0.1025,0.0907,0.09471,3018135.03,31289654
1562630400,2019-07-09 00:00:00,XLM/USD,0.1045,0.1051,0.1005,0.1013,1444835.58,14046496
1562544000,2019-07-08 00:00:00,XLM/USD,0.1062,0.1064,0.1036,0.1045,1209477.75,11541115
1562457600,2019-07-07 00:00:00,XLM/USD,0.1038,0.1062,0.1024,0.1062,1077367.16,10316424
1562371200,2019-07-06 00:00:00,XLM/USD,0.1,0.1066,0.1,0.1038,1371793.54,13259893
1562284800,2019-07-05 00:00:00,XLM/USD,0.0993,0.1018,0.0974,0.1,1453406.52,14494694
1562198400,2019-07-04 00:00:00,XLM/USD,0.1061,0.1065,0.0985,0.0993,1708140.82,16594868
1562112000,2019-07-03 00:00:00,XLM/USD,0.103,0.1062,0.1024,0.1061,1917560.24,18468547
1562025600,2019-07-02 00:00:00,XLM/USD,0.1054,0.1064,0.0993,0.103,2334996.9,22836971
1561939200,2019-07-01 00:00:00,XLM/USD,0.1041,0.1095,0.1001,0.1054,2688467.09,25768975
1561852800,2019-06-30 00:00:00,XLM/USD,0.1144,0.1151,0.1034,0.1041,1922577.28,17639726
1561766400,2019-06-29 00:00:00,XLM/USD,0.1112,0.1186,0.1053,0.1144,3694065.42,33274201
1561680000,2019-06-28 00:00:00,XLM/USD,0.1077,0.1122,0.1066,0.1112,2491195.59,22655719
1561593600,2019-06-27 00:00:00,XLM/USD,0.1217,0.1229,0.1022,0.1077,5966357.16,53948801
1561507200,2019-06-26 00:00:00,XLM/USD,0.1233,0.132,0.1186,0.1217,7111667.92,56576175
1561420800,2019-06-25 00:00:00,XLM/USD,0.1278,0.129,0.1218,0.1233,2426639.61,19465602
1561334400,2019-06-24 00:00:00,XLM/USD,0.1271,0.1285,0.1241,0.1278,1722053.37,13624731
1561248000,2019-06-23 00:00:00,XLM/USD,0.1292,0.1325,0.1265,0.1271,2558646.76,19721953
1561161600,2019-06-22 00:00:00,XLM/USD,0.1238,0.135,0.1233,0.1292,5492222.55,42840217
1561075200,2019-06-21 00:00:00,XLM/USD,0.1214,0.1249,0.1212,0.1238,2672997.67,21669931
1560988800,2019-06-20 00:00:00,XLM/USD,0.1245,0.1246,0.1201,0.1214,1631892.5,13344111
1560902400,2019-06-19 00:00:00,XLM/USD,0.1238,0.1264,0.123,0.1245,1390946.67,11188123
1560816000,2019-06-18 00:00:00,XLM/USD,0.1309,0.1313,0.122,0.1238,2554626.12,20285452
1560729600,2019-06-17 00:00:00,XLM/USD,0.1299,0.132,0.1266,0.1309,2717529.08,20972435
1560643200,2019-06-16 00:00:00,XLM/USD,0.1274,0.1337,0.1265,0.1299,2962052.45,22922921
1560556800,2019-06-15 00:00:00,XLM/USD,0.1257,0.1289,0.1244,0.1274,1931626.76,15258383
1560470400,2019-06-14 00:00:00,XLM/USD,0.1244,0.126,0.1207,0.1257,1809986.43,14731398
1560384000,2019-06-13 00:00:00,XLM/USD,0.1275,0.1285,0.1242,0.1244,1540870.14,12178654
1560297600,2019-06-12 00:00:00,XLM/USD,0.1231,0.128,0.1209,0.1275,2014355.21,16060627
1560211200,2019-06-11 00:00:00,XLM/USD,0.1234,0.1239,0.1189,0.1231,1504306.11,12364602
1560124800,2019-06-10 00:00:00,XLM/USD,0.1191,0.1245,0.1173,0.1234,1352325.64,11112601
1560038400,2019-06-09 00:00:00,XLM/USD,0.1243,0.1252,0.1168,0.1191,1252990.61,10378373
1559952000,2019-06-08 00:00:00,XLM/USD,0.1278,0.1287,0.1228,0.1243,929591.67,7395320
1559865600,2019-06-07 00:00:00,XLM/USD,0.1249,0.1305,0.124,0.1278,2147930.02,16809417
1559779200,2019-06-06 00:00:00,XLM/USD,0.1214,0.1261,0.118,0.1249,1958381.24,16044503
1559692800,2019-06-05 00:00:00,XLM/USD,0.1208,0.1256,0.1187,0.1214,1719524.76,14026355
1559606400,2019-06-04 00:00:00,XLM/USD,0.1275,0.1275,0.1168,0.1208,3707114.67,30256335
1559520000,2019-06-03 00:00:00,XLM/USD,0.1369,0.14,0.1271,0.1275,2599236.94,19463982
1559433600,2019-06-02 00:00:00,XLM/USD,0.1325,0.1388,0.1321,0.1369,2100305.27,15436568
1559347200,2019-06-01 00:00:00,XLM/USD,0.1335,0.1349,0.1289,0.1325,1594145.43,12051978
1559260800,2019-05-31 00:00:00,XLM/USD,0.1292,0.135,0.124,0.1335,2618689.18,20259153
1559174400,2019-05-30 00:00:00,XLM/USD,0.1355,0.1442,0.1226,0.1292,6487733.41,47573033
1559088000,2019-05-29 00:00:00,XLM/USD,0.1395,0.14,0.1306,0.1355,3575777.33,26193809
1559001600,2019-05-28 00:00:00,XLM/USD,0.1385,0.1422,0.1319,0.1395,4013448.65,29129823
1558915200,2019-05-27 00:00:00,XLM/USD,0.1341,0.1449,0.1321,0.1385,4783401.28,35004877
1558828800,2019-05-26 00:00:00,XLM/USD,0.1256,0.135,0.1215,0.1341,2906050.58,22594461
1558742400,2019-05-25 00:00:00,XLM/USD,0.1256,0.1288,0.1241,0.1256,1406379.34,11145666
1558656000,2019-05-24 00:00:00,XLM/USD,0.1256,0.13,0.1214,0.1256,2650806.28,20855512
1558569600,2019-05-23 00:00:00,XLM/USD,0.122,0.1269,0.1176,0.1256,2435571.03,19884300
1558483200,2019-05-22 00:00:00,XLM/USD,0.1349,0.1389,0.12,0.122,3940960.02,30624462
1558396800,2019-05-21 00:00:00,XLM/USD,0.136,0.137,0.132,0.1349,2306604.55,17120443
1558310400,2019-05-20 00:00:00,XLM/USD,0.143,0.1435,0.1289,0.136,3371752.2,24912047
1558224000,2019-05-19 00:00:00,XLM/USD,0.1315,0.1458,0.1296,0.143,5449452.18,38988710
1558137600,2019-05-18 00:00:00,XLM/USD,0.1328,0.142,0.1285,0.1315,5760864.82,42747365
1558051200,2019-05-17 00:00:00,XLM/USD,0.1387,0.141,0.1148,0.1328,8922823.06,71449968
1557964800,2019-05-16 00:00:00,XLM/USD,0.145,0.1699,0.1303,0.1387,19248658.49,129584872
1557878400,2019-05-15 00:00:00,XLM/USD,0.1149,0.1468,0.1136,0.145,8299338.37,65595402
1557792000,2019-05-14 00:00:00,XLM/USD,0.1,0.1175,0.09852,0.1149,6528344.76,58944397
1557705600,2019-05-13 00:00:00,XLM/USD,0.09902,0.1042,0.09832,0.1,2096166.34,20606097
1557619200,2019-05-12 00:00:00,XLM/USD,0.1047,0.1065,0.09503,0.09902,2107561.14,20929824
1557532800,2019-05-11 00:00:00,XLM/USD,0.09289,0.11,0.092,0.1047,3461816.42,34037051
1557446400,2019-05-10 00:00:00,XLM/USD,0.08889,0.0933,0.0869,0.09289,1412471.96,15514482
1557360000,2019-05-09 00:00:00,XLM/USD,0.0917,0.0933,0.08625,0.08889,1591822.64,17794296
1557273600,2019-05-08 00:00:00,XLM/USD,0.09237,0.09292,0.09077,0.0917,1011720.9,11031792
1557187200,2019-05-07 00:00:00,XLM/USD,0.09606,0.09892,0.092,0.09237,1040512.03,10883598
1557100800,2019-05-06 00:00:00,XLM/USD,0.096,0.09816,0.09256,0.09606,856332.8,8958871
1557014400,2019-05-05 00:00:00,XLM/USD,0.09761,0.09925,0.0955,0.096,647206.15,6676329
1556928000,2019-05-04 00:00:00,XLM/USD,0.1002,0.103,0.09521,0.09761,817246.69,8269927
1556841600,2019-05-03 00:00:00,XLM/USD,0.0978,0.1022,0.09677,0.1002,1154052.58,11507605
1556755200,2019-05-02 00:00:00,XLM/USD,0.0998,0.1006,0.09722,0.0978,661129.18,6687722
1556668800,2019-05-01 00:00:00,XLM/USD,0.0997,0.1029,0.09873,0.0998,1009853.55,10027566
1556582400,2019-04-30 00:00:00,XLM/USD,0.09405,0.1002,0.09351,0.0997,1260582.61,12950914
1556496000,2019-04-29 00:00:00,XLM/USD,0.0959,0.09751,0.093,0.09405,825340.32,8689108
1556409600,2019-04-28 00:00:00,XLM/USD,0.09808,0.0996,0.09505,0.0959,512525.95,5261651
1556323200,2019-04-27 00:00:00,XLM/USD,0.09732,0.1003,0.09636,0.09808,931922.96,9507607
1556236800,2019-04-26 00:00:00,XLM/USD,0.09692,0.09999,0.09465,0.09732,1548290.01,16002760
1556150400,2019-04-25 00:00:00,XLM/USD,0.1032,0.106,0.0936,0.09692,1502739.48,14802680
1556064000,2019-04-24 00:00:00,XLM/USD,0.1096,0.11,0.099,0.1032,2015222.46,19416006
1555977600,2019-04-23 00:00:00,XLM/USD,0.113,0.114,0.1093,0.1096,1125948.84,10086171
1555891200,2019-04-22 00:00:00,XLM/USD,0.1119,0.1154,0.1093,0.113,947093.58,8412561
1555804800,2019-04-21 00:00:00,XLM/USD,0.1157,0.1162,0.1087,0.1119,1182744.36,10531352
1555718400,2019-04-20 00:00:00,XLM/USD,0.1159,0.1193,0.1139,0.1157,1202360.76,10329579
1555632000,2019-04-19 00:00:00,XLM/USD,0.1177,0.1179,0.114,0.1159,958461.97,8276515
